#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.35,0.107,8.6519,18.0582,0.0000,0.0977,3.9473e-01,1.3200e+05,1.8087e+06,-1,0
0.99,0.163,8.6519,24.5667,0.0000,0.0963,4.6998e-01,8.9900e+05,6.5515e+06,-1,0
1.62,0.145,8.6519,25.6948,0.0000,0.0969,4.5481e-01,1.6770e+06,1.4566e+07,-1,0
1.70,0.142,8.6519,25.5380,0.0000,0.0911,4.4703e-01,1.6510e+06,1.4797e+07,-1,0
1.83,0.132,8.6519,24.4413,0.0000,0.1013,4.3788e-01,1.2850e+06,1.2850e+07,-1,0
1.56,0.094,8.6519,16.4183,0.0000,0.1091,3.7682e-01,8.5000e+04,1.4145e+06,-1,0
1.03,0.174,8.6519,26.7354,0.0000,0.4151,5.5848e-01,1.2400e+06,8.1934e+06,-1,0
1.14,0.111,8.6519,17.4792,0.0000,0.1006,4.3213e-01,1.0400e+05,1.3487e+06,-1,0
0.81,0.080,8.6519,11.2167,0.0000,0.1016,5.0486e-01,3.7000e+03,7.8421e+04,-1,0
0.81,0.085,8.6519,12.1549,0.0000,0.1082,2.9040e-01,6.1000e+03,1.1805e+05,-1,0
1.85,0.151,8.6519,27.9186,0.0000,0.3882,5.6288e-01,2.4530e+06,2.0049e+07,-1,0
1.29,0.080,8.6519,13.3790,0.0000,0.1096,2.9034e-01,1.8000e+04,3.8151e+05,-1,0
1.31,0.135,8.6519,22.3031,0.0000,0.0944,4.8279e-01,5.3900e+05,5.2114e+06,-1,0
1.79,0.177,8.6519,32.3719,0.0000,0.0804,4.6217e-01,6.0460e+06,3.8938e+07,-1,0
1.45,0.165,8.6519,28.1262,0.0000,0.0970,4.6015e-01,2.9110e+06,2.0830e+07,-1,0
1.63,0.152,8.6519,26.9043,0.0000,0.0988,4.4535e-01,2.3600e+06,1.9099e+07,-1,0
1.89,0.148,8.6519,27.6322,0.0000,0.3652,5.5480e-01,2.2660e+06,1.9087e+07,-1,0
1.49,0.160,8.6519,27.5835,0.0000,0.0974,4.6367e-01,2.5780e+06,1.9318e+07,-1,0
1.80,0.108,8.6519,19.8930,0.0000,0.1055,4.1482e-01,3.2700e+05,4.4185e+06,-1,0
1.66,0.158,8.6519,28.1843,0.0000,0.0971,4.6706e-01,3.1660e+06,2.4176e+07,-1,0
1.39,0.171,8.6519,28.7285,0.0000,0.1005,4.5411e-01,3.2220e+06,2.1852e+07,-1,0
1.40,0.091,8.6519,15.3678,0.0000,0.0905,3.2209e-01,4.5000e+04,7.8617e+05,-1,0
0.94,0.096,8.6519,14.1925,0.0000,0.0991,3.2529e-01,2.0000e+04,3.2247e+05,-1,0
1.74,0.163,8.6519,29.5210,0.0000,0.0884,4.6093e-01,4.5800e+06,3.3377e+07,-1,0
1.83,0.096,8.6519,17.7252,0.0000,0.1068,4.3841e-01,1.5100e+05,2.4346e+06,-1,0
1.74,0.122,8.6519,22.0708,0.0000,0.0970,4.6014e-01,6.5100e+05,7.3266e+06,-1,0
1.09,0.153,8.6519,23.7470,0.0000,0.1144,4.4718e-01,7.6400e+05,6.1224e+06,-1,0
2.00,0.166,8.6519,31.4508,0.0000,0.0789,4.4786e-01,6.1440e+06,4.3567e+07,-1,0
1.11,0.156,8.6519,24.4084,0.0000,0.1055,4.6202e-01,9.3400e+05,7.2698e+06,-1,0
0.88,0.134,8.6519,19.3216,0.0000,0.0935,4.2235e-01,1.6400e+05,1.6034e+06,-1,0
1.71,0.105,8.6519,18.9031,0.0000,0.1031,4.5257e-01,2.1800e+05,3.0728e+06,-1,0
1.92,0.089,8.6519,16.7456,0.0000,0.1055,4.1728e-01,1.1300e+05,2.0411e+06,-1,0
1.99,0.126,8.6519,23.9141,0.0000,0.0926,4.4408e-01,1.2040e+06,1.2910e+07,-1,0
1.77,0.123,8.6519,22.4273,0.0000,0.1000,4.2984e-01,6.9400e+05,7.7155e+06,-1,0
1.88,0.081,8.6519,15.2201,0.0000,0.0948,3.2490e-01,5.4000e+04,1.1234e+06,-1,0
1.72,0.092,8.6519,16.5772,0.0000,0.1012,3.7741e-01,9.7000e+04,1.6671e+06,-1,0
1.03,0.148,8.6519,22.4936,0.0000,0.1030,4.3856e-01,5.2000e+05,4.3800e+06,-1,0
1.38,0.167,8.6519,28.0319,0.0000,0.0998,4.6865e-01,2.7490e+06,1.9318e+07,-1,0
1.50,0.101,8.6519,17.5674,0.0000,0.1053,4.2428e-01,1.2100e+05,1.8079e+06,-1,0
1.33,0.131,8.6519,21.7336,0.0000,0.0974,4.3983e-01,4.7000e+05,4.7540e+06,-1,0
1.58,0.139,8.6519,24.3691,0.0000,0.0916,4.4007e-01,1.1360e+06,1.0513e+07,-1,0
1.08,0.161,8.6519,24.9052,0.0000,0.0959,4.7009e-01,1.0550e+06,7.8321e+06,-1,0
1.73,0.132,8.6519,23.9434,0.0000,0.1047,4.4360e-01,1.0920e+06,1.0920e+07,-1,0
1.38,0.110,8.6519,18.6079,0.0000,0.0927,4.2541e-01,1.7200e+05,2.2610e+06,-1,0
1.39,0.179,8.6519,30.2314,0.0000,0.4187,5.7490e-01,3.4950e+06,2.2133e+07,-1,0
1.29,0.134,8.6519,22.1006,0.0000,0.0970,4.2660e-01,5.1200e+05,5.0058e+06,-1,0
0.97,0.131,8.6519,19.6587,0.0000,0.1022,3.9461e-01,1.9600e+05,1.9825e+06,-1,0
1.71,0.111,8.6519,19.9832,0.0000,0.0995,4.1588e-01,3.1900e+05,4.1369e+06,-1,0
1.88,0.152,8.6519,28.2138,0.0000,0.0902,4.4899e-01,3.6080e+06,2.9199e+07,-1,0
1.26,0.144,8.6519,23.4562,0.0000,0.0930,4.6870e-01,7.6000e+05,6.6701e+06,-1,0
0.89,0.092,8.6519,14.5598,0.0000,0.3160,3.8250e-01,1.8000e+04,3.0935e+05,-1,0
1.18,0.086,8.6519,13.6683,0.0000,0.1018,2.8613e-01,2.0000e+04,3.8032e+05,-1,0
1.62,0.129,8.6519,22.7940,0.0000,0.0968,4.3928e-01,7.8300e+05,8.1048e+06,-1,0
1.13,0.152,8.6519,24.0095,0.0000,0.1029,4.3408e-01,8.2800e+05,6.7008e+06,-1,0
1.01,0.143,8.6519,21.7739,0.0000,0.1041,4.4531e-01,3.8700e+05,3.4322e+06,-1,0
0.90,0.113,8.6519,16.4878,0.0000,0.1049,3.6885e-01,5.9000e+04,7.4490e+05,-1,0
1.14,0.147,8.6519,23.1692,0.0000,0.1063,4.3232e-01,6.6800e+05,5.6841e+06,-1,0
1.47,0.157,8.6519,27.1090,0.0000,0.3629,5.4580e-01,1.6300e+06,1.2566e+07,-1,0
0.88,0.138,8.6519,20.0040,0.0000,0.0992,3.9174e-01,2.0600e+05,1.9271e+06,-1,0
1.55,0.150,8.6519,26.1182,0.0000,0.1070,4.4329e-01,1.8360e+06,1.5157e+07,-1,0
1.64,0.154,8.6519,27.3112,0.0000,0.3869,5.3782e-01,1.9550e+06,1.5514e+07,-1,0
1.58,0.096,8.6519,16.8487,0.0000,0.0966,4.2209e-01,9.4000e+04,1.5156e+06,-1,0
1.59,0.146,8.6519,25.6921,0.0000,0.0984,4.4329e-01,1.6730e+06,1.4382e+07,-1,0
1.93,0.122,8.6519,22.8482,0.0000,0.0917,4.5498e-01,8.6200e+05,9.7013e+06,-1,0
1.23,0.147,8.6519,23.9579,0.0000,0.0982,4.4619e-01,8.5300e+05,7.2583e+06,-1,0
1.65,0.126,8.6519,22.4153,0.0000,0.0922,4.3109e-01,6.5900e+05,7.0663e+06,-1,0
0.82,0.152,8.6519,21.4453,0.0000,0.0906,4.2221e-01,3.3100e+05,2.6787e+06,-1,0
1.20,0.098,8.6519,15.9034,0.0000,0.0881,4.3818e-01,5.1000e+04,7.9725e+05,-1,0
1.45,0.128,8.6519,21.7959,0.0000,0.0933,4.6035e-01,5.3300e+05,5.5818e+06,-1,0
1.63,0.176,8.6519,31.1620,0.0000,0.0807,4.5952e-01,5.0840e+06,3.3022e+07,-1,0
0.88,0.170,8.6519,24.5645,0.0000,0.1012,4.4336e-01,8.6300e+05,5.9047e+06,-1,0
1.18,0.114,8.6519,18.1159,0.0000,0.1063,3.7987e-01,1.2800e+05,1.5948e+06,-1,0
1.57,0.122,8.6519,21.3718,0.0000,0.0938,4.3087e-01,4.6000e+05,5.1770e+06,-1,0
1.10,0.109,8.6519,17.2387,0.0000,0.0946,4.4288e-01,8.6000e+04,1.1461e+06,-1,0
0.92,0.149,8.6519,21.9603,0.0000,0.0941,4.6280e-01,3.9400e+05,3.2853e+06,-1,0
0.94,0.100,8.6519,14.9226,0.0000,0.0814,2.1903e-01,3.1000e+04,4.7014e+05,-1,0
1.22,0.137,8.6519,22.0581,0.0000,0.1000,4.2232e-01,4.8600e+05,4.5964e+06,-1,0
1.51,0.089,8.6519,15.5304,0.0000,0.0890,4.0224e-01,5.5000e+04,9.9344e+05,-1,0
1.20,0.087,8.6519,14.6623,0.0000,0.1179,3.7829e-01,2.6000e+04,4.8591e+05,-1,0
1.63,0.091,8.6519,16.1701,0.0000,0.1028,3.5229e-01,7.4000e+04,1.2928e+06,-1,0
1.53,0.170,8.6519,29.5572,0.0000,0.0896,4.5599e-01,4.1160e+06,2.8162e+07,-1,0
1.33,0.145,8.6519,24.0317,0.0000,0.0965,4.6778e-01,9.3100e+05,8.0865e+06,-1,0
1.96,0.171,8.6519,32.2107,0.0000,0.0836,4.5775e-01,6.4470e+06,4.3725e+07,-1,0
0.87,0.086,8.6519,12.4202,0.0000,0.0991,4.5204e-01,7.5000e+03,1.4262e+05,-1,0
1.03,0.158,8.6519,24.0500,0.0000,0.1071,4.3761e-01,7.9300e+05,6.0555e+06,-1,0
1.92,0.144,8.6519,26.9351,0.0000,0.0955,4.8290e-01,2.6230e+06,2.3021e+07,-1,0
1.90,0.094,8.6519,17.6451,0.0000,0.0980,4.0821e-01,1.5700e+05,2.6126e+06,-1,0
1.52,0.143,8.6519,24.8010,0.0000,0.3510,5.2123e-01,9.3100e+05,8.2568e+06,-1,0
1.04,0.126,8.6519,19.2154,0.0000,0.0960,4.7119e-01,1.8300e+05,1.9623e+06,-1,0
1.32,0.132,8.6519,21.8984,0.0000,0.0914,4.6063e-01,4.8800e+05,4.8800e+06,-1,0
1.29,0.173,8.6519,28.4317,0.0000,0.0990,4.5199e-01,2.8690e+06,1.9122e+07,-1,0
1.55,0.142,8.6519,24.7577,0.0000,0.1022,4.5708e-01,1.2700e+06,1.1382e+07,-1,0
1.14,0.175,8.6519,27.5563,0.0000,0.0942,4.4344e-01,2.1770e+06,1.4262e+07,-1,0
1.17,0.133,8.6519,21.1973,0.0000,0.1105,4.4122e-01,3.8000e+05,3.7572e+06,-1,0
1.88,0.084,8.6519,15.6560,0.0000,0.0974,3.3123e-01,6.9000e+04,1.3592e+06,-1,0
1.80,0.080,8.6519,14.6599,0.0000,0.0991,4.4164e-01,4.1000e+04,8.6899e+05,-1,0
1.63,0.120,8.6519,21.3210,0.0000,0.1027,4.4065e-01,4.7400e+05,5.4685e+06,-1,0
1.09,0.125,8.6519,19.4214,0.0000,0.0937,4.4221e-01,1.8600e+05,2.0184e+06,-1,0
1.86,0.167,8.6519,30.9480,0.0000,0.0794,4.6265e-01,5.5720e+06,3.9156e+07,-1,0
1.55,0.107,8.6519,18.6352,0.0000,0.0959,3.8334e-01,1.9400e+05,2.6582e+06,-1,0
1.81,0.144,8.6519,26.4154,0.0000,0.0918,4.5547e-01,2.2000e+06,1.9308e+07,-1,0
0.85,0.140,8.6519,20.1810,0.0000,0.0978,4.0246e-01,2.1200e+05,1.9409e+06,-1,0
0.83,0.110,8.6519,15.6363,0.0000,0.0988,3.6841e-01,4.1000e+04,5.3896e+05,-1,0
1.59,0.162,8.6519,28.4787,0.0000,0.0972,4.5957e-01,3.4120e+06,2.5096e+07,-1,0
0.90,0.157,8.6519,22.8430,0.0000,0.0930,4.6756e-01,5.4400e+05,4.1939e+06,-1,0
1.22,0.174,8.6519,28.1800,0.0000,0.3937,5.5039e-01,1.9580e+06,1.2938e+07,-1,0
1.16,0.128,8.6519,20.4268,0.0000,0.1026,4.1806e-01,2.7500e+05,2.8799e+06,-1,0
1.62,0.103,8.6519,18.2382,0.0000,0.1037,4.0557e-01,1.7000e+05,2.4664e+06,-1,0
1.82,0.101,8.6519,18.5988,0.0000,0.1156,3.9372e-01,2.0600e+05,3.0779e+06,-1,0
0.81,0.159,8.6519,22.3488,0.0000,0.1017,4.2852e-01,4.5400e+05,3.4342e+06,-1,0
1.34,0.086,8.6519,14.4520,0.0000,0.0968,3.5830e-01,3.0000e+04,5.7048e+05,-1,0
1.56,0.113,8.6519,19.8059,0.0000,0.1043,4.1110e-01,2.8300e+05,3.5730e+06,-1,0
0.87,0.117,8.6519,16.8891,0.0000,0.1021,3.8514e-01,6.5000e+04,7.7893e+05,-1,0
1.91,0.161,8.6519,30.0679,0.0000,0.3704,5.6265e-01,4.2590e+06,3.1618e+07,-1,0
1.77,0.105,8.6519,19.1021,0.0000,0.0949,4.3019e-01,2.4400e+05,3.4393e+06,-1,0
1.73,0.119,8.6519,21.5010,0.0000,0.0922,4.2074e-01,5.3700e+05,6.2736e+06,-1,0
1.34,0.137,8.6519,22.7847,0.0000,0.0972,4.3213e-01,6.5000e+05,6.1475e+06,-1,0
0.84,0.087,8.6519,12.4465,0.0000,0.1106,3.8711e-01,7.5000e+03,1.4017e+05,-1,0
0.86,0.087,8.6519,12.4896,0.0000,0.0936,5.1416e-01,7.9000e+03,1.4764e+05,-1,0
1.26,0.152,8.6519,24.7059,0.0000,0.0978,4.5129e-01,1.1270e+06,9.1206e+06,-1,0
1.97,0.111,8.6519,21.0385,0.0000,0.1201,4.3882e-01,5.1000e+05,6.6138e+06,-1,0
1.99,0.179,8.6519,33.9492,0.0000,0.0807,4.7637e-01,7.3160e+06,4.6330e+07,-1,0
1.52,0.180,8.6519,31.2982,0.0000,0.0814,4.6436e-01,4.9070e+06,3.0816e+07,-1,0
1.89,0.096,8.6519,18.1259,0.0000,0.1135,4.0983e-01,1.7700e+05,2.8538e+06,-1,0
1.63,0.122,8.6519,21.6350,0.0000,0.0944,4.2688e-01,5.2700e+05,5.9311e+06,-1,0
1.23,0.144,8.6519,23.2472,0.0000,0.0892,4.4964e-01,7.1000e+05,6.2313e+06,-1,0
1.55,0.170,8.6519,29.6091,0.0000,0.0868,4.5794e-01,4.2140e+06,2.8833e+07,-1,0
1.29,0.140,8.6519,22.9577,0.0000,0.0891,4.4355e-01,6.5200e+05,5.9692e+06,-1,0
1.30,0.150,8.6519,24.7449,0.0000,0.1003,4.4701e-01,1.0940e+06,9.0312e+06,-1,0
0.97,0.166,8.6519,24.7761,0.0000,0.0955,4.3571e-01,9.4900e+05,6.7293e+06,-1,0
0.99,0.139,8.6519,20.9680,0.0000,0.0997,4.4746e-01,3.0600e+05,2.8318e+06,-1,0
1.48,0.166,8.6519,28.4627,0.0000,0.1036,4.6240e-01,3.1760e+06,2.2521e+07,-1,0
0.94,0.167,8.6519,24.6523,0.0000,0.1023,4.4377e-01,9.5500e+05,6.7111e+06,-1,0
1.87,0.175,8.6519,32.4490,0.0000,0.0825,4.6529e-01,6.3240e+06,4.1428e+07,-1,0
1.01,0.111,8.6519,16.8452,0.0000,0.1039,4.3657e-01,7.7000e+04,9.9855e+05,-1,0
1.02,0.112,8.6519,17.0707,0.0000,0.0964,3.6263e-01,8.1000e+04,1.0364e+06,-1,0
1.13,0.134,8.6519,21.0796,0.0000,0.0858,4.6408e-01,3.4700e+05,3.3926e+06,-1,0
1.88,0.113,8.6519,21.1156,0.0000,0.1012,4.3225e-01,4.8100e+05,6.0728e+06,-1,0
1.92,0.134,8.6519,25.1009,0.0000,0.0930,4.3415e-01,1.6080e+06,1.5721e+07,-1,0
0.94,0.099,8.6519,14.7061,0.0000,0.1301,4.7890e-01,2.8000e+04,4.3109e+05,-1,0
1.29,0.177,8.6519,29.1219,0.0000,0.0895,4.6014e-01,3.3830e+06,2.1787e+07,-1,0
1.83,0.087,8.6519,16.1151,0.0000,0.0965,3.4110e-01,7.6000e+04,1.4204e+06,-1,0
1.33,0.152,8.6519,25.2038,0.0000,0.0965,4.2641e-01,1.2630e+06,1.0221e+07,-1,0
1.87,0.126,8.6519,23.4286,0.0000,0.1023,4.8091e-01,9.8600e+05,1.0573e+07,-1,0
1.89,0.139,8.6519,25.8484,0.0000,0.0927,4.5509e-01,1.9740e+06,1.8268e+07,-1,0
1.20,0.159,8.6519,25.4278,0.0000,0.0924,4.4181e-01,1.3010e+06,9.8411e+06,-1,0
1.37,0.094,8.6519,15.7899,0.0000,0.0935,3.8615e-01,5.4000e+04,8.9860e+05,-1,0
1.53,0.176,8.6519,30.5265,0.0000,0.0806,4.6350e-01,4.6110e+06,2.9950e+07,-1,0
1.63,0.144,8.6519,25.5718,0.0000,0.0950,4.6258e-01,1.6250e+06,1.4262e+07,-1,0
1.42,0.156,8.6519,26.4230,0.0000,0.0992,4.4372e-01,1.8470e+06,1.4376e+07,-1,0
1.59,0.115,8.6519,20.2187,0.0000,0.0980,4.6152e-01,3.2400e+05,3.9844e+06,-1,0
1.22,0.130,8.6519,20.9536,0.0000,0.0965,4.1968e-01,3.4000e+05,3.4788e+06,-1,0
1.23,0.111,8.6519,17.9100,0.0000,0.0999,4.4047e-01,1.2400e+05,1.6081e+06,-1,0
0.94,0.120,8.6519,17.7753,0.0000,0.0890,4.1903e-01,9.9000e+04,1.1422e+06,-1,0
1.99,0.168,8.6519,31.8239,0.0000,0.0786,4.6479e-01,6.2950e+06,4.3843e+07,-1,0
1.47,0.113,8.6519,19.3347,0.0000,0.1069,4.6051e-01,2.4300e+05,3.0680e+06,-1,0
1.78,0.121,8.6519,22.0871,0.0000,0.0946,4.4489e-01,6.5400e+05,7.4518e+06,-1,0
1.28,0.128,8.6519,20.9635,0.0000,0.1058,4.4354e-01,3.5100e+05,3.6758e+06,-1,0
1.22,0.146,8.6519,23.4730,0.0000,0.1072,4.5841e-01,7.7800e+05,6.6883e+06,-1,0
1.69,0.159,8.6519,28.5014,0.0000,0.0987,4.6726e-01,3.6110e+06,2.7315e+07,-1,0
1.27,0.092,8.6519,15.1603,0.0000,0.0790,3.1256e-01,3.9000e+04,6.7027e+05,-1,0
1.00,0.115,8.6519,17.5030,0.0000,0.1015,3.7318e-01,9.4000e+04,1.1560e+06,-1,0
1.42,0.163,8.6519,27.6822,0.0000,0.0981,4.5413e-01,2.5460e+06,1.8554e+07,-1,0
1.05,0.086,8.6519,13.2834,0.0000,0.1431,3.6929e-01,1.5000e+04,2.8524e+05,-1,0
1.10,0.084,8.6519,-0.0081,0.0000,2.0000,1.0000e+00,1.9000e+04,3.7428e+05,-1,0
1.52,0.124,8.6519,21.4574,0.0000,0.1041,4.4820e-01,4.8000e+05,5.2720e+06,-1,0
0.93,0.146,8.6519,21.4771,0.0000,0.0862,4.3182e-01,3.4900e+05,3.0003e+06,-1,0
1.80,0.115,8.6519,21.1184,0.0000,0.0926,4.2406e-01,4.7200e+05,5.8044e+06,-1,0
1.53,0.129,8.6519,22.3551,0.0000,0.0940,4.3883e-01,6.3100e+05,6.5314e+06,-1,0
1.16,0.087,8.6519,13.8077,0.0000,0.0924,2.7725e-01,2.0000e+04,3.7378e+05,-1,0
1.69,0.084,8.6519,15.0832,0.0000,0.1194,3.8467e-01,4.9000e+04,9.6525e+05,-1,0
1.96,0.092,8.6519,17.4103,0.0000,0.0922,3.8697e-01,1.4800e+05,2.5436e+06,-1,0
1.09,0.149,8.6519,23.0639,0.0000,0.0986,4.2495e-01,6.2300e+05,5.1948e+06,-1,0
1.52,0.156,8.6519,27.0316,0.0000,0.3970,5.4656e-01,1.7230e+06,1.3411e+07,-1,0
1.84,0.157,8.6519,28.9894,0.0000,0.0922,4.4501e-01,4.2170e+06,3.2510e+07,-1,0
1.65,0.098,8.6519,17.4239,0.0000,0.0993,4.2148e-01,1.2900e+05,2.0166e+06,-1,0
1.77,0.173,8.6519,31.4839,0.0000,0.0816,4.6891e-01,5.6120e+06,3.7404e+07,-1,0
0.83,0.080,8.6519,11.5128,0.0000,0.1227,4.3908e-01,4.5000e+03,9.5377e+04,-1,0
1.63,0.101,8.6519,17.9133,0.0000,0.0980,4.2099e-01,1.5400e+05,2.3009e+06,-1,0
1.75,0.112,8.6519,20.3641,0.0000,0.1057,4.3682e-01,3.5700e+05,4.5678e+06,-1,0
1.82,0.106,8.6519,19.4919,0.0000,0.0903,4.4022e-01,2.8000e+05,3.8910e+06,-1,0
1.46,0.176,8.6519,30.1413,0.0000,0.0848,4.6198e-01,4.2700e+06,2.7735e+07,-1,0
1.83,0.117,8.6519,21.5713,0.0000,0.0957,4.3584e-01,5.4900e+05,6.5790e+06,-1,0
1.71,0.122,8.6519,21.9627,0.0000,0.1014,4.5707e-01,6.1800e+05,6.9552e+06,-1,0
0.89,0.129,8.6519,18.7728,0.0000,0.0935,4.0438e-01,1.3200e+05,1.3663e+06,-1,0
0.84,0.092,8.6519,13.4432,0.0000,0.1038,3.6807e-01,1.3000e+04,2.2342e+05,-1,0
1.60,0.116,8.6519,20.4102,0.0000,0.1136,4.4682e-01,3.6400e+05,4.4185e+06,-1,0
1.48,0.168,8.6519,28.8627,0.0000,0.0942,4.5580e-01,3.5470e+06,2.4704e+07,-1,0
1.62,0.141,8.6519,24.9298,0.0000,0.1000,4.5877e-01,1.3350e+06,1.2093e+07,-1,0
1.13,0.151,8.6519,23.7568,0.0000,0.0947,4.4350e-01,7.9400e+05,6.4896e+06,-1,0
1.22,0.083,8.6519,13.4386,0.0000,0.1203,2.6649e-01,1.8000e+04,3.6101e+05,-1,0
1.04,0.115,8.6519,17.5682,0.0000,0.0927,4.2118e-01,9.6000e+04,1.1806e+06,-1,0
0.99,0.126,8.6519,18.8836,0.0000,0.1030,4.0365e-01,1.6400e+05,1.7585e+06,-1,0
1.53,0.166,8.6519,29.1339,0.0000,0.3895,5.5276e-01,2.7010e+06,1.9153e+07,-1,0
1.58,0.112,8.6519,19.7188,0.0000,0.1044,3.9710e-01,2.8100e+05,3.5954e+06,-1,0
1.16,0.090,8.6519,14.3526,0.0000,0.1070,2.1589e-01,2.6000e+04,4.6182e+05,-1,0
1.20,0.168,8.6519,26.9094,0.0000,0.0928,4.7624e-01,1.9330e+06,1.3463e+07,-1,0
0.93,0.150,8.6519,22.0499,0.0000,0.0993,4.5709e-01,4.4700e+05,3.6901e+06,-1,0
1.02,0.108,8.6519,16.3705,0.0000,0.1056,3.2611e-01,6.5000e+04,8.7830e+05,-1,0
1.82,0.112,8.6519,20.5934,0.0000,0.0961,4.0847e-01,4.1000e+05,5.2459e+06,-1,0
1.53,0.084,8.6519,14.8289,0.0000,0.1770,4.0002e-01,4.3000e+04,8.4706e+05,-1,0
0.91,0.108,8.6519,15.9013,0.0000,0.0926,4.1002e-01,4.5000e+04,6.0805e+05,-1,0
0.90,0.092,8.6519,13.9845,0.0000,0.2079,3.8633e-01,1.8000e+04,3.0935e+05,-1,0
1.13,0.096,8.6519,15.0365,0.0000,0.1087,3.1421e-01,3.9000e+04,6.2881e+05,-1,0
0.84,0.141,8.6519,20.1767,0.0000,0.1001,4.2768e-01,2.1800e+05,1.9747e+06,-1,0
1.63,0.098,8.6519,17.4593,0.0000,0.0899,3.7991e-01,1.2200e+05,1.9071e+06,-1,0
1.10,0.166,8.6519,25.9956,0.0000,0.0963,4.4048e-01,1.3940e+06,9.8847e+06,-1,0
1.59,0.177,8.6519,31.1548,0.0000,0.3613,5.8280e-01,4.7070e+06,3.0314e+07,-1,0
1.25,0.115,8.6519,18.6287,0.0000,0.1118,4.1076e-01,1.7300e+05,2.1275e+06,-1,0
1.77,0.118,8.6519,21.5152,0.0000,0.0921,4.1730e-01,5.1700e+05,6.1169e+06,-1,0
1.41,0.105,8.6519,17.7684,0.0000,0.1072,4.3214e-01,1.3100e+05,1.8465e+06,-1,0
1.94,0.142,8.6519,26.6806,0.0000,0.0948,4.7054e-01,2.4980e+06,2.2388e+07,-1,0
1.92,0.155,8.6519,29.2170,0.0000,0.4210,5.6526e-01,3.3300e+06,2.6170e+07,-1,0
0.80,0.097,8.6519,14.7541,0.0000,0.2091,4.6656e-01,1.9000e+04,3.0162e+05,-1,0
1.68,0.161,8.6519,28.8345,0.0000,0.0907,4.6310e-01,3.9080e+06,2.9012e+07,-1,0
1.47,0.171,8.6519,29.2535,0.0000,0.0960,4.5960e-01,3.8260e+06,2.5949e+07,-1,0
1.34,0.159,8.6519,26.3674,0.0000,0.1001,4.5650e-01,1.8390e+06,1.3911e+07,-1,0
1.56,0.169,8.6519,29.5013,0.0000,0.0878,4.5986e-01,4.1370e+06,2.8557e+07,-1,0
1.95,0.152,8.6519,28.5911,0.0000,0.0907,4.5701e-01,4.0390e+06,3.2687e+07,-1,0
1.21,0.159,8.6519,25.5910,0.0000,0.3394,5.1976e-01,1.0120e+06,7.6551e+06,-1,0
1.48,0.171,8.6519,29.3203,0.0000,0.0915,4.6530e-01,3.9020e+06,2.6464e+07,-1,0
1.47,0.161,8.6519,27.5778,0.0000,0.1018,4.5602e-01,2.5920e+06,1.9242e+07,-1,0
1.92,0.177,8.6519,33.1102,0.0000,0.0812,4.7718e-01,6.7360e+06,4.3382e+07,-1,0
0.87,0.087,8.6519,12.5599,0.0000,0.1180,3.3142e-01,8.5000e+03,1.5886e+05,-1,0
0.96,0.106,8.6519,16.2532,0.0000,0.0952,3.7635e-01,5.0000e+04,6.9482e+05,-1,0
1.09,0.131,8.6519,20.3993,0.0000,0.1016,4.4196e-01,2.7300e+05,2.7613e+06,-1,0
0.88,0.153,8.6519,22.0869,0.0000,0.0927,4.4895e-01,4.1700e+05,3.3417e+06,-1,0
1.74,0.083,8.6519,15.2127,0.0000,0.1146,3.6459e-01,4.8000e+04,9.6269e+05,-1,0
1.57,0.127,8.6519,22.3297,0.0000,0.0913,4.4124e-01,6.1200e+05,6.4850e+06,-1,0
0.90,0.146,8.6519,21.1971,0.0000,0.0998,4.3377e-01,3.3100e+05,2.8455e+06,-1,0
1.35,0.112,8.6519,18.6263,0.0000,0.0942,4.2337e-01,1.7700e+05,2.2647e+06,-1,0
1.96,0.105,8.6519,19.9291,0.0000,0.1024,4.1065e-01,3.4200e+05,4.8207e+06,-1,0
1.32,0.152,8.6519,25.5627,0.0000,0.4016,5.4460e-01,9.6300e+05,7.7934e+06,-1,0
1.69,0.131,8.6519,23.4894,0.0000,0.0947,4.4866e-01,9.2900e+05,9.3966e+06,-1,0
1.97,0.123,8.6519,23.2021,0.0000,0.0993,4.6175e-01,9.9100e+05,1.1017e+07,-1,0
1.07,0.169,8.6519,26.1167,0.0000,0.3340,5.2657e-01,1.0880e+06,7.5104e+06,-1,0
1.49,0.095,8.6519,16.6127,0.0000,0.1132,3.9662e-01,8.2000e+04,1.3431e+06,-1,0
1.62,0.124,8.6519,21.9681,0.0000,0.0937,4.3545e-01,5.6500e+05,6.2055e+06,-1,0
1.05,0.169,8.6519,25.8566,0.0000,0.1086,4.6763e-01,1.3640e+06,9.4156e+06,-1,0
0.81,0.082,8.6519,11.5759,0.0000,0.1555,3.9762e-01,5.0000e+03,1.0212e+05,-1,0
2.00,0.103,8.6519,19.6726,0.0000,0.1020,3.9510e-01,3.1100e+05,4.5120e+06,-1,0
1.31,0.155,8.6519,25.7698,0.0000,0.4214,5.5203e-01,1.0910e+06,8.5742e+06,-1,0
1.22,0.119,8.6519,19.1327,0.0000,0.0967,3.9794e-01,1.9700e+05,2.3015e+06,-1,0
0.94,0.129,8.6519,19.0347,0.0000,0.0998,3.8539e-01,1.5800e+05,1.6354e+06,-1,0
